time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-25 10:00:00+02:00,16.7,1018.4,4.18,79,0,14.6,161.0,6.49,80,14.8,376.0,12.39,96,13.4,595.0,11.76,99,11.8,818.5,11.47,101,10.2,1046.98,11.19,102,7.0,1520.0,10.66,106,0.09302325581395399,215.0,0.20000000000000107,61.0,0.5680426356589161,18.900000000000002,2.200000000000003,0.4260319767441871,True
2026-08-25 11:00:00+02:00,19.2,1018.1,4.34,82,0,16.9,160.0,6.54,84,14.9,375.0,7.89,94,13.8,595.0,10.49,103,12.2,818.96,10.88,107,10.6,1047.94,11.31,110,7.5,1522.0,12.28,116,0.0,0.0,0.0,60.0,0.0,20.05,0.8500000000000014,0.0,True
2026-08-25 12:00:00+02:00,20.7,1017.7,5.33,96,28,18.3,158.0,8.81,99,16.2,374.0,9.49,101,14.0,594.0,9.87,101,12.2,817.96,10.05,103,10.4,1046.94,10.24,105,6.9,1521.0,10.65,108,0.0,0.0,0.0,58.0,0.0,21.166666666666668,0.46666666666666856,0.0,True
2026-08-25 13:00:00+02:00,21.5,1017.4,5.83,96,12,19.0,156.0,9.39,98,16.8,372.0,10.07,99,14.5,593.0,10.46,99,12.7,817.2,10.17,100,10.8,1046.42,9.87,100,7.1,1521.0,9.28,101,0.0,0.0,0.0,56.0,0.0,21.583333333333332,0.08333333333333215,0.0,True
2026-08-25 14:00:00+02:00,22.4,1016.9,5.22,94,94,20.0,152.0,8.06,97,17.8,369.0,8.57,98,15.6,591.0,8.93,99,13.7,815.66,9.19,102,11.7,1045.37,9.47,105,7.8,1521.0,10.09,110,0.0,0.0,0.0,52.0,0.0,22.233333333333334,-0.1666666666666643,0.0,True
2026-08-25 15:00:00+02:00,23.4,1016.5,4.2,91,63,21.3,149.0,6.83,95,19.1,367.0,7.82,96,17.0,590.0,8.49,99,14.7,815.36,9.18,102,12.4,1045.81,9.91,105,7.8,1523.0,11.41,109,0.0,0.0,0.0,49.0,0.0,22.78333333333333,-0.6166666666666671,0.0,True
2026-08-25 16:00:00+02:00,23.6,1016.6,4.92,95,0,21.4,149.0,8.19,98,19.3,368.0,8.98,101,17.1,590.0,9.59,108,15.0,815.83,9.41,108,12.9,1046.76,9.24,109,8.7,1525.0,8.89,110,0.0,0.0,0.0,49.0,0.0,23.433333333333334,-0.16666666666666785,0.0,True
2026-08-25 17:00:00+02:00,23.7,1016.4,5.02,95,52,21.8,148.0,8.34,96,19.7,367.0,8.85,95,17.4,590.0,8.98,96,15.2,815.6,8.79,99,13.0,1046.28,8.62,101,8.7,1524.0,8.33,107,0.0,0.0,0.0,48.0,0.0,,,0.0,False
2026-08-25 18:00:00+02:00,23.3,1016.1,4.44,82,67,21.8,146.0,8.04,84,19.7,364.0,9.03,87,17.5,587.0,9.25,89,15.4,813.06,8.96,97,13.3,1044.23,8.83,105,9.1,1523.0,9.08,120,0.0,0.0,0.0,46.0,0.0,,,0.0,False
2026-08-25 19:00:00+02:00,22.4,1016.3,3.76,65,14,21.4,147.0,8.36,69,19.5,365.0,9.7,76,17.5,588.0,10.01,87,15.4,814.06,9.5,95,13.3,1045.24,9.21,104,9.2,1524.0,9.34,123,0.0,0.0,0.0,47.0,0.0,,,0.0,False
2026-08-25 20:00:00+02:00,20.6,1016.7,4.3,65,100,20.3,149.0,11.07,70,18.7,367.0,11.24,78,17.3,590.0,10.0,89,15.3,816.06,9.81,100,13.4,1047.24,9.98,111,9.5,1526.0,11.31,130,0.0,0.0,0.0,49.0,0.0,,,0.0,False
2026-08-25 21:00:00+02:00,18.8,1016.8,4.12,67,100,19.1,150.0,12.08,76,18.8,368.0,14.1,89,17.3,590.0,12.93,98,15.3,816.29,12.0,105,13.4,1047.71,11.28,113,9.4,1527.0,10.59,131,0.6250000000000016,48.0,0.3000000000000007,50.0,1.3303333333333367,,,1.3303333333333367,False
2026-08-25 22:00:00+02:00,17.7,1017.1,4.33,71,100,17.8,152.0,11.89,80,18.9,369.0,14.57,99,17.4,591.0,13.91,108,15.3,817.29,12.95,112,13.3,1048.71,12.06,116,9.2,1528.0,10.51,126,0.5069124423963124,267.0,1.1999999999999993,52.0,1.7798394777265725,,,1.7798394777265725,False
2026-08-25 23:00:00+02:00,16.8,1017.5,3.86,73,100,17.1,155.0,11.56,84,18.8,372.0,14.82,102,17.5,594.0,13.28,115,15.4,820.06,12.48,118,13.2,1051.23,11.7,121,8.9,1530.0,10.28,128,0.7834101382488476,270.0,2.0,55.0,2.5912519201228874,,,2.5912519201228874,False
